id,label,sex,type,type_detail,age,birth,education,education_background,background,party,state,function,health_sector,health_category
7000eichen,7000Eichen,99,2,3,99,99,99,99,99,99,99,99,2,99
absatzfoerderungsfond,AbsatzfoerderungsfondsderdeutschenLand-undErnaehrungswirtschaft,99,2,4,99,99,99,99,99,99,99,99,2,99
aktionpsychischkranke,AktionPsychischKrankee.V.(APK),99,2,3,99,99,99,99,99,99,99,99,1,4
aktionsbuendnisschmerzfreiestadtmuenster,AktionbuendnisSchmerzfreieStadtMünster,99,2,3,99,99,99,99,99,99,99,99,1,4
akzo,FirmaAKZO,99,2,2,99,99,99,99,99,99,99,99,2,99
alfa,AktionLebensrechtfürAlle(AlfA),99,2,3,99,99,99,99,99,99,99,99,1,5
apkv,AllianzPrivateKrankenversicherung,99,2,2,99,99,99,99,99,99,99,99,1,5
archenoah,ArcheNoah-FoerdervereinBetreutesWohnendauerbeatmeterKindere.V.,99,2,3,99,99,99,99,99,99,99,99,1,5
aupu,AUPUVersorgungswerke.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
ausschussarbeitsoziales,AusschussfuerArbeitundSoziales,99,2,4,99,99,99,99,99,99,99,99,2,99
ausschussentwicklung,AusschussfuerwirtschaftlicheZusammenarbeitundEntwicklung,99,2,4,99,99,99,99,99,99,99,99,2,99
ausschussernaehrunglandwirtschaft,AusschussfuerErnaehrungundLandwirtschaft,99,2,4,99,99,99,99,99,99,99,99,2,99
ausschussfuerkulturundmedien,AusschussfuerKulturundMedien,99,2,4,99,99,99,99,99,99,99,99,1,5
ausschusstourismus,AusschussfuerTourismus,99,2,4,99,99,99,99,99,99,99,99,2,99
auswaertigekulturundbildungspolitik,AuswaertigeKultur-undBildungspolitik,99,2,4,99,99,99,99,99,99,99,99,1,5
auswaertigerausschuss,AuswaertigerAusschuss,99,2,4,99,99,99,99,99,99,99,99,1,5
awo,ArbeiterwohlfahrtBundesverband,99,2,3,99,99,99,99,99,99,99,99,2,99
awobetreuungsvereinaltenkirchen,AWOBetreuungsvereinAltenkirchen,99,2,3,99,99,99,99,99,99,99,99,2,99
awomittelrhein,AWOBezirksverbandMittelrheine.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
aworheinerft,AWORegionalverbandRhein-ErftKreis&Euskirchene.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
baetzing,SabineBaetzing,1,1,99,3,5,5,5,2,2,11,3,99,99
bafin,Bundes­­anstaltfuerFinanz­dienst­leistungsaufsicht,99,2,4,99,99,99,99,99,99,99,99,2,99
bahr,DanielBahr,2,1,99,3,5,7,1,1,5,10,1,99,99
basf,BASF,99,2,2,99,99,99,99,99,99,99,99,1,1
bayerischesroteskreuz,BayerischesRotesKreuzKreisverbandRosenheim,99,2,3,99,99,99,99,99,99,99,99,1,4
bayrischelandeszentrale,BayrischeLandeszentralefuerneueMedien,99,2,3,99,99,99,99,99,99,99,99,2,99
bayrischerbauernverband,BayrischerBauernverband,99,2,3,99,99,99,99,99,99,99,99,2,99
bayrischeversicherungskammer,BayrischeVersicherungskammer,99,2,3,99,99,99,99,99,99,99,99,2,99
bdew,BundesverbandderEnergie-undWasserwirtschafte.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
bertelsmannstiftung,BertelsmannStiftung,99,2,5,99,99,99,99,99,99,99,99,1,4
bildungsausschuss,AusschussfuerBildungForschungundTechnikfolgenabschaetzung,99,2,4,99,99,99,99,99,99,99,99,2,99
bkf,BundesverbandkonduktiveFoerderungnachPetoe,99,2,3,99,99,99,99,99,99,99,99,1,4
bmf,BundesministeriumfuerFinanzen,99,2,4,99,99,99,99,99,99,99,99,2,99
bmg,Bundesgesundheitsministerium,99,2,4,99,99,99,99,99,99,99,99,1,5
bmwi,BundesministeriumfuerWirtschaft,99,2,4,99,99,99,99,99,99,99,99,2,99
bnev,BundesverbandNieree.V.,99,2,3,99,99,99,99,99,99,99,99,1,4
brainloop,Brainloop,99,2,2,99,99,99,99,99,99,99,99,2,99
bundesfachausschussfuergesundheit,BundesfachausschussfuerGesundheit,99,2,4,99,99,99,99,99,99,99,99,1,5
bundeskanzleramt,Bundeskanzleramt,99,2,4,99,99,99,99,99,99,99,99,2,99
bundessicherheitsrat,Bundessicherheitsrat,99,2,4,99,99,99,99,99,99,99,99,2,99
bundesstiftungbaukultur,BundesstiftungBaukultur,99,2,5,99,99,99,99,99,99,99,99,2,99
bundeswehr,Bundeswehr,99,2,4,99,99,99,99,99,99,99,99,2,99
bundeswehrkrankenhaushamburg,BundeswehrkrankenhausHamburg,99,2,4,99,99,99,99,99,99,99,99,1,3
bundzurfoerderungdesgesundheitsmanagements,BundzurFoerderungdesGesundheitsmanagementsBGMe.V.,99,2,3,99,99,99,99,99,99,99,99,1,5
bvpg,BundesvereinigungPraeventionundGesundheitsfoerderunge.V.(BVPG),99,2,3,99,99,99,99,99,99,99,99,1,4
caspersmerk,MarionCaspers-Merk,1,1,99,5,3,7,2,1,2,1,2,99,99
cda,Christlich-DemokratischeArbeitnehmerschaft,99,2,4,99,99,99,99,99,99,99,99,2,99
cdu,CDU/CSU,99,2,4,99,99,99,99,99,99,99,99,2,99
centerforamericanprogress,CenterForAmericanProgress(CAP),99,2,2,99,99,99,99,99,99,99,99,2,99
christeninderfdpbundestagsfraktion,ChristeninderFDP-Bundestagsfraktion,99,2,3,99,99,99,99,99,99,99,99,2,99
comline,ComlineAG,99,2,2,99,99,99,99,99,99,99,99,2,99
compugroup,CompuGroupMedicalAG,99,2,2,99,99,99,99,99,99,99,99,1,5
dbu,DeutscheBundesstiftungUmwelt(DBU),99,2,5,99,99,99,99,99,99,99,99,2,99
dcta,Deutsch-ChinesischerTechnologieaustausch(DCTA)Stiftung,99,2,5,99,99,99,99,99,99,99,99,2,99
dena,DeutscheEnergie-AgenturGmbH,99,2,2,99,99,99,99,99,99,99,99,2,99
deutschedystoniegesellschaftrheinland,DeutscheDystoniegesellschaftRheinland,99,2,3,99,99,99,99,99,99,99,99,1,4
deutscherapothekenverband,DeutscherApothekenverbandDAVe.V.,99,2,3,99,99,99,99,99,99,99,99,1,4
deutscherpflegerat,DeutscherPflegerat,99,2,3,99,99,99,99,99,99,99,99,1,5
deutschesglockenmuseum,DeutschesGlockenmuseum,99,2,3,99,99,99,99,99,99,99,99,2,99
dfk,StiftungDeutschesForumfuerKriminalpraevention(DFK),99,2,5,99,99,99,99,99,99,99,99,2,99
dgesgm,DeutscheGesellschaftfuergeschlechtsspezifischeMedizine.V.(DGesGM),99,2,3,99,99,99,99,99,99,99,99,1,4
dgthg,DeutscheGesellschaftfuerThoraxHerzundGefaeßchirugie(DGTHG),99,2,3,99,99,99,99,99,99,99,99,1,4
dhammastiftung,Dhamma-StiftungBirkenbeul-Weißenbruechen,99,2,5,99,99,99,99,99,99,99,99,2,99
dhbw,DualeHochschuleBaden-Wuerttemberg,99,2,2,99,99,99,99,99,99,99,99,2,99
dhps,DeutscheHospiz-undPalliativ-Stiftung,99,2,5,99,99,99,99,99,99,99,99,1,5
dihk,DeutscheIndustrie-undHandelskammertag,99,2,3,99,99,99,99,99,99,99,99,2,99
dkg,DeutscheKrankenhausgesellschafte.V.(DKG),99,2,3,99,99,99,99,99,99,99,99,1,4
donumvitae,donumvitaee.V.,99,2,3,99,99,99,99,99,99,99,99,1,5
donumvitaerosenheim,DonumVitaeRosenheim,99,2,3,99,99,99,99,99,99,99,99,2,99
drk,DeutschesRotesKreuz,99,2,3,99,99,99,99,99,99,99,99,1,4
duk,DUKVersorgungswerke.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
dyckmans,MechthildDyckmans,1,1,99,5,2,8,5,1,5,7,2,99,99
eacts,EuropeanAssociationofCardioThoracicSurgery(EACTS),99,2,3,99,99,99,99,99,99,99,99,1,4
ecclesiaholding,EcclesiaHoldingGmbH,99,2,2,99,99,99,99,99,99,99,99,2,99
edelweissmusikverein,MusikvereinEdelweißSulzbach,99,2,3,99,99,99,99,99,99,99,99,2,99
einhospizfuertuebingen,"
EinHospizfuerTuebingene.V.",99,2,3,99,99,99,99,99,99,99,99,1,4
ekd,EvangelischeKircheinDeutschland(EKD),99,2,3,99,99,99,99,99,99,99,99,2,99
ellyheussknappstiftung,EllyHeuss-KnappStiftung–DeutschesMuettergenesungswerkBerlin,99,2,5,99,99,99,99,99,99,99,99,1,4
enmacc,EnmaccGmbH,99,2,2,99,99,99,99,99,99,99,99,2,99
ergo,ERGOVersicherungsgruppeAG,99,2,2,99,99,99,99,99,99,99,99,1,5
euausschuss,AusschussfuerdieAngelegenheitenderEuropaeischenUnion,99,2,4,99,99,99,99,99,99,99,99,2,99
eugenbolzstiftung,Eugen-Bolz-Stiftunge.V.,99,2,5,99,99,99,99,99,99,99,99,2,99
europaeischebewegungdeutschland,EuropaeischeBewegungDeutschlande.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
europahausmarienberg,EuropahausMarienberg,99,2,5,99,99,99,99,99,99,99,99,2,99
europauniondeutschland,Europa-UnionDeutschlande.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
facetoface,facetofaceGmbH,99,2,2,99,99,99,99,99,99,99,99,1,5
fachschulefueroekonomie,FachschulefuerOekonomiePlauen,99,2,3,99,99,99,99,99,99,99,99,2,99
familienausschuss,AusschussfuerFamilieSeniorenFrauenundJugend,99,2,4,99,99,99,99,99,99,99,99,2,99
familieundberufneuwied,FamilieundBerufe.V.(Neuwied),99,2,3,99,99,99,99,99,99,99,99,2,99
fdp,FreieDemokratischePartei,99,2,4,99,99,99,99,99,99,99,99,2,99
fdpbundestagsfraktion,FDPBundestagsfraktion,99,2,4,99,99,99,99,99,99,99,99,2,99
fdphessen,FDPHessen,99,2,4,99,99,99,99,99,99,99,99,2,99
fes,Friedrich-Ebert-Stiftung,99,2,3,99,99,99,99,99,99,99,99,2,99
fgderkoerperbehindertemensch,Forschungsgemeinschaft„DerKoerperbehinderteMensch“,99,2,3,99,99,99,99,99,99,99,99,1,4
finanzausschuss,Finanzausschuss,99,2,4,99,99,99,99,99,99,99,99,2,99
fischbach,IngridFischbach,1,1,99,5,4,8,4,2,1,10,2,99,99
flach,UlrikeFlach,1,1,99,5,3,7,5,2,5,10,2,99,99
foerdervereinfreiwilligefeuerwehrsteinbach,FoerdervereinderFreiwilligenFeuerwehrSteinebache.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
foerdervereinkinderklinikrosenheim,FoerdervereinKinderklinikRosenheim,99,2,3,99,99,99,99,99,99,99,99,1,4
foerdervereinnationalparkeifel,FoerdervereinNationalparkEifel,99,2,3,99,99,99,99,99,99,99,99,2,99
fortschrittrosenheim,FortSchrittRosenheime.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
fortum,Fortum,99,2,2,99,99,99,99,99,99,99,99,2,99
fraunhoferisi,Fraunhofer-InstitutfuerSystem-undInnovationsforschung,99,2,3,99,99,99,99,99,99,99,99,2,99
friedrichnaumannstiftung,Friedrich-Naumann-StiftungfuerdieFreiheit,99,2,5,99,99,99,99,99,99,99,99,2,99
fu,Frauen-UnionderCDUDeutschlands,99,2,4,99,99,99,99,99,99,99,99,2,99
gbs,GiordanoBrunoStiftung,99,2,5,99,99,99,99,99,99,99,99,2,99
gdv,GesamtverbandderDeutschenVersicherungswirtschaft,99,2,2,99,99,99,99,99,99,99,99,2,99
gebhart,ThomasGebhart,2,1,99,3,2,9,1,1,1,11,2,99,99
gematik,gematikGmbH,99,2,2,99,99,99,99,99,99,99,99,1,5
gemeinsamerausschuss,GemeinsamerAusschuss,99,2,4,99,99,99,99,99,99,99,99,2,99
gesamthochschuleduisburg,GesamthochschuleDuisburg,99,2,3,99,99,99,99,99,99,99,99,2,99
gesellschaftzurbekaempfungderkrebskrankheitennrw,GesellschaftzurBekaempfungderKrebskrankheitenNRWe.V.,99,2,3,99,99,99,99,99,99,99,99,1,4
gesundheitsausschuss,AusschussfuerGesundheit,99,2,4,99,99,99,99,99,99,99,99,1,5
groehe,HermannGroehe,2,1,99,4,3,8,5,2,1,10,1,99,99
grpg,GesellschaftfuerRechtundPolitikimGesundheitswesene.V.,99,2,3,99,99,99,99,99,99,99,99,1,5
hainancihangcharityfoundation,HainanCihangCharityFoundation,99,2,5,99,99,99,99,99,99,99,99,1,4
haushaltsausschuss,Haushaltsausschuss,99,2,4,99,99,99,99,99,99,99,99,2,99
heinzkuehnstiftung,Heinz-Kuehn-Stiftung,99,2,5,99,99,99,99,99,99,99,99,2,99
hertztransmission,50HertzTransmissionGmbH,99,2,2,99,99,99,99,99,99,99,99,2,99
herzzentrumbadkrozingen,HerzzentrumBadKrozingen,99,2,2,99,99,99,99,99,99,99,99,1,3
hochschulefueroeffentlicheverwaltungkehl,HochschulefueroeffentlicheVerwaltungKehl,99,2,2,99,99,99,99,99,99,99,99,2,99
hospitzvereinbruehl,HospizvereinBruehle.V.,99,2,3,99,99,99,99,99,99,99,99,1,4
ifw,InstitutfuerWeltanschauungsrecht,99,2,3,99,99,99,99,99,99,99,99,2,99
igmetall,IGMetall,99,2,3,99,99,99,99,99,99,99,99,2,99
ilka,ThomasIlka,2,1,99,4,4,7,1,2,5,10,2,99,99
innenausschuss,Innenausschuss,99,2,4,99,99,99,99,99,99,99,99,2,99
institutfuersaundsp,InstitutfuerSozialarbeitundSozialpaedagogike.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
internationalnrwgraduateschool,InternationalNRWGraduateSchoolofChemistry,99,2,3,99,99,99,99,99,99,99,99,2,99
irmawest,Irma-West-Gemeinschafte.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
jacobsuniversitybremen,JacobsUniversityBremen,99,2,3,99,99,99,99,99,99,99,99,2,99
jadeweserport,Jade-Weserport-Realisierungsgesellschaft,99,2,2,99,99,99,99,99,99,99,99,2,99
jga,JugendgegenAIDSe.V.,99,2,3,99,99,99,99,99,99,99,99,1,4
jugendgegenaids,JugendgegenAIDSe.V.,99,2,3,99,99,99,99,99,99,99,99,1,4
jungeunion,JungeUnion,99,2,4,99,99,99,99,99,99,99,99,2,99
juniorsgkrheinlandpfalz,JuniorSGKinRheinland-Pfalz,99,2,3,99,99,99,99,99,99,99,99,2,99
kab,KatholischeArbeitnehmer-BewegungDeutschlandse.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
kapferer,StefanKapferer,2,1,99,4,4,7,1,2,5,9,2,99,99
kfw,KfWBankengruppe,99,2,2,99,99,99,99,99,99,99,99,2,99
kinderbrauchenfrieden,KinderbrauchenFriedene.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
kinderschutzbund,Kinderschutzbunde.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
knappenkapelledaatal,DaadetalerKnappenkapellee.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
kneippbund,Kneipp-Bunde.V.,99,2,3,99,99,99,99,99,99,99,99,1,4
kolpingwerk,KolpingwerkDeutschland,99,2,3,99,99,99,99,99,99,99,99,2,99
kombagewerkschaft,Komba,99,2,3,99,99,99,99,99,99,99,99,2,99
kommissionfuerzeitgeschichte,KommissionfuerZeitgeschichtee.V.Bonn,99,2,3,99,99,99,99,99,99,99,99,2,99
kommunalpolitischesforschungsinstitut,KommunalpolitischesForschungsinstitut,99,2,2,99,99,99,99,99,99,99,99,2,99
konradadenauerstiftung,Konrad-Adenauer-Stiftunge.V.,99,2,5,99,99,99,99,99,99,99,99,2,99
ksba,KinderschutzbundAltenkirchene.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
kuehnmengel,HelgaKuehn-Mengel,1,1,99,6,2,6,3,1,2,10,4,99,99
kulturstiftungdesbundes,KulturstiftungdesBundes,99,2,5,99,99,99,99,99,99,99,99,2,99
kunstbeirat,Kunstbeirat,99,2,4,99,99,99,99,99,99,99,99,1,99
landesfachausschussfuerinnenundrechtspolitik,LandesfachausschussfuerInnen-undRechtspolitik,99,2,4,99,99,99,99,99,99,99,99,2,99
landeszentralefuergesundheitsfoerderungrheinlandpfalz,LandeszentralefuerGesundheitsfoerderungRheinland-Pfalz,99,2,4,99,99,99,99,99,99,99,99,1,5
landfrauen,Landfrauen,99,2,3,99,99,99,99,99,99,99,99,2,99
landfrauenaltenkirchen,LandfrauenAltenkirchen,99,2,3,99,99,99,99,99,99,99,99,2,99
landkreisloerrach,LandkreisLoerrach,99,2,99,99,99,99,99,99,99,99,99,2,99
laumann,Karl-JosefLaumann,2,1,99,5,3,5,5,2,1,10,2,99,99
lebenshilfe,Lebenshilfee.V.,99,2,3,99,99,99,99,99,99,99,99,1,4
liberalefrauenhessen,LiberaleFrauenHessen,99,2,4,99,99,99,99,99,99,99,99,2,99
liberalejuristenlandesverbandhessen,LiberaleJuristenLandesverbandHessen,99,2,4,99,99,99,99,99,99,99,99,2,99
ludwig,DanielaLudwig,1,1,99,3,2,8,2,2,1,2,3,99,99
luh,GottfriedWilhelmLeibnizUniversitaetHannover,99,2,3,99,99,99,99,99,99,99,99,2,99
maxplanckinstitut,Max-Planck-InstitutfuerChemischeEnergiekonversion,99,2,3,99,99,99,99,99,99,99,99,2,99
medapharma,MEDAPharmaGmbH&Co.KG,99,2,2,99,99,99,99,99,99,99,99,1,1
menschenrechtsausschuss,AusschussfuerMenschenrechteundhumanitaereHilfe,99,2,4,99,99,99,99,99,99,99,99,2,99
mhh,MedizinischeHochschuleHannover,99,2,3,99,99,99,99,99,99,99,99,1,4
ministeriumderjustiz,MinisteriumderJustiz(DDR),99,2,4,99,99,99,99,99,99,99,99,2,99
ministeriumfuerarbeitnrw,MinisteriumfuerArbeitGesundheitundSozialesNRW,99,2,4,99,99,99,99,99,99,99,1,1,99
ministeriumfuersozialesundgesundheitthueringen,MinisteriumfuerSozialesundGesundheitThueringen,99,2,4,99,99,99,99,99,99,99,1,1,5
ministeriumfuerwirtschaftarbeitundverkehrniedersachsen,MinisteriumfuerWirtschaftArbeitundVerkehrNiedersachsen,99,2,4,99,99,99,99,99,99,99,99,2,5
ministeriumfuerwirtschaftarbeitundverkehrnrw,MinisteriumfuerWirtschaftArbeitundVerkehrNRW,99,2,4,99,99,99,99,99,99,99,99,2,5
moehnenvereinkasbach,KasbacherMoehnenverein,99,2,3,99,99,99,99,99,99,99,99,2,99
mortler,MarleneMortler,1,1,99,5,4,5,1,2,1,2,3,99,99
msselbsthilfegruppedierdorf,MSSelbsthilfegruppeDierdorfe.V.,99,2,3,99,99,99,99,99,99,99,99,1,4
muellkindervonkairo,MuellkindervonKairoe.V.,99,2,3,99,99,99,99,99,99,99,99,1,4
muk,LuebeckerMusik-undKongresshallenGmbH(MUK),99,2,2,99,99,99,99,99,99,99,99,2,99
museumsgesellschaftbruehl,BruehlerMuseumsgesellschafte.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
naburengsdorf,NabuRengsdorf,99,2,3,99,99,99,99,99,99,99,99,2,99
nachvorne,NachVorne.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
nato,NATO(NorthAtlanticTreatyOrganization),99,2,3,99,99,99,99,99,99,99,99,1,99
nbank,N-Bank,99,2,2,99,99,99,99,99,99,99,99,2,99
neuesforum,NeuesForum,99,2,3,99,99,99,99,99,99,99,99,2,99
niedersaechsischestaatskanzlei,NiedersaechsischeStaatskanzlei,99,2,4,99,99,99,99,99,99,99,99,2,99
oecd,OrganisationfuerwirtschaftlicheZusammenarbeitundEntwicklung,99,2,3,99,99,99,99,99,99,99,99,2,99
ottobenecke,OttoBeneckeStiftungBonn,99,2,5,99,99,99,99,99,99,99,99,2,99
pangasinan,VereinPangasinane.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
pareton,ParetonGmbH,99,2,2,99,99,99,99,99,99,99,99,2,99
petoekindergartenrosenheim,Petoe-KindergartenRosenheim,99,2,3,99,99,99,99,99,99,99,99,2,99
pflegestiftungmeltl,PflegestiftungMeltl,99,2,5,99,99,99,99,99,99,99,99,1,4
philippstiftungimmenhausenev,PhilippStiftungImmenhausene.V.,99,2,5,99,99,99,99,99,99,99,99,1,4
pkv,VerbandderprivatenKrankenversicherung,99,2,2,99,99,99,99,99,99,99,99,1,5
politas,Politas,99,2,2,99,99,99,99,99,99,99,99,1,5
pureholding,PureHolding,99,2,3,99,99,99,99,99,99,99,99,1,1
qsqualitaet,QSQualitaetundSicherheitGmbH,99,2,3,99,99,99,99,99,99,99,99,2,99
rechtsausschuss,Rechtsausschuss,99,2,4,99,99,99,99,99,99,99,99,2,99
reinermeutschstiftung,ReinerMeutschStiftung,99,2,5,99,99,99,99,99,99,99,99,2,99
rhoenklinikum,Rhoen-KlinikumAG,99,2,2,99,99,99,99,99,99,99,99,1,3
robertboschstiftung,Robert-Bosch-Stiftung,99,2,3,99,99,99,99,99,99,99,99,1,4
robertenkestiftung,Robert-Enke-Stiftung,99,2,5,99,99,99,99,99,99,99,99,1,4
roesler,PhilippRoesler,2,1,99,3,5,9,3,1,5,9,1,99,99
ruanda,Ruandae.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
rwvsiegen,Richard-Wagner-VerbandSiegene.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
sanitaetsversorgungszentrumhannover,SanitaetsversorgungszentrumHannover,99,2,4,99,99,99,99,99,99,99,99,1,5
schlichtungsstellederrechtsanwaltschaft,SchlichtungsstellederRechtsanwaltschaft,99,2,3,99,99,99,99,99,99,99,99,2,99
schmidt,UllaSchmidt,1,1,99,6,2,8,4,1,2,10,1,99,99
schmidtke,ClaudiaSchmidtke,1,1,99,4,3,9,3,1,1,15,4,99,99
schroeder,Dr.KlausTheoSchroeder,2,1,99,8,2,6,1,2,2,10,2,99,99
schuetzenvereinlb,SchuetzenvereinLeuzbach-Bergenhausen,99,2,3,99,99,99,99,99,99,99,99,2,99
schwaebischerdialekt,FoerdervereinSchwaebischerDialekte.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
schwanitz,RolfSchwanitz,2,1,99,5,3,7,1,2,2,13,2,99,99
seakularesozialdemokratinnen,SaekulareSozialdemokrat_innen,99,2,3,99,99,99,99,99,99,99,99,2,99
seeheimerkreis,SeeheimerKreis,99,2,3,99,99,99,99,99,99,99,99,2,99
segebergerkliniken,SegebergerKlinikenGmbH,99,2,2,99,99,99,99,99,99,99,99,1,3
senatsverwaltungfuerarbeitsozialesundfrauenberlin,SenatsverwaltungfuerArbeitSozialesundFrauen,99,2,4,99,99,99,99,99,99,99,1,1,5
sgbetzdorf,SG06Betzdorf,99,2,3,99,99,99,99,99,99,99,99,2,99
siemenshealthineers,SiemensHealthineers,99,2,2,99,99,99,99,99,99,99,99,1,2
siemenspowerengineering,SiemensAGPowerEngineering,99,2,2,99,99,99,99,99,99,99,99,2,99
spahn,JensSpahn,2,1,99,3,2,5,1,1,1,10,1,99,99
sparkassewestmuensterland,SparkasseWestmuensterland,99,2,2,99,99,99,99,99,99,99,99,2,99
spd,SPD(SozialdemokratischeParteiDeutschlands),99,2,4,99,99,99,99,99,99,99,99,2,99
sportausschuss,Sportausschuss,99,2,4,99,99,99,99,99,99,99,99,2,99
stefanmorschstiftung,StefanMorschStiftungHilfefuerLeukaemie-undTumorkranke,99,2,5,99,99,99,99,99,99,99,99,1,4
steffen,ThomasSteffen,2,1,99,4,3,9,5,2,1,11,2,99,99
stiftungfriedrichebert,StiftungReichspraesident-Friedrich-Ebert-Gedenkstaette,99,2,5,99,99,99,99,99,99,99,99,2,99
stiftunghumanitaerehilfe,Stiftung„HumanitaereHilfefuerdurchBlutprodukteHIV-infiziertePersonen“,99,2,5,99,99,99,99,99,99,99,99,1,4
svadler,SVAdler09Niederfischbach,99,2,3,99,99,99,99,99,99,99,99,2,99
technischehochschulezwickau,THZwickau,99,2,3,99,99,99,99,99,99,99,99,2,99
theateranderruhr,TheateranderRuhrgemeinnuetzigeGmbH,99,2,2,99,99,99,99,99,99,99,99,2,99
thwbenzdorf,HelfervereinTHWBetzdorf,99,2,3,99,99,99,99,99,99,99,99,2,99
tierschutzvereinaltenkirchen,TierschutzvereinAltenkirchene.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
totolottogmbh,StaatlicheToto-LottoGmbHBaden-Wuerttemberg,99,2,2,99,99,99,99,99,99,99,99,2,99
traegervereinnetzwerk,TraegervereinNetzwerkBerline.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
treuhandanstalt,Treuhandanstalt,99,2,4,99,99,99,99,99,99,99,99,2,99
trotzdem,Trotzdeme.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
tsvolympia,TSVOlympiaEisenbache.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
tvgrosswallstadt,TV-GroßwallstadtHandballAG,99,2,3,99,99,99,99,99,99,99,99,2,99
unikreditbank,UniCreditBank,99,2,2,99,99,99,99,99,99,99,99,2,99
unitrier,UniversitaetTrier,99,2,3,99,99,99,99,99,99,99,99,2,99
universityofmichigan,UniversityofMichigan,99,2,2,99,99,99,99,99,99,99,99,2,99
unterausschusseuroparecht,UnterausschussEuroparecht,99,2,4,99,99,99,99,99,99,99,99,2,99
vdksteimel,VdKSteimel,99,2,3,99,99,99,99,99,99,99,99,1,4
verdi,Dienstleistungsgewerkschaftver.di,99,2,3,99,99,99,99,99,99,99,99,2,99
vereinvogtland,VereinVogtland89e.V.,99,2,3,99,99,99,99,99,99,99,99,2,99
vermittlungsausschuss,Vermittlungsausschuss,99,2,4,99,99,99,99,99,99,99,99,2,99
weiss,SabineWeiss,1,1,99,6,5,8,5,2,1,10,2,99,99
weltwirtschaftsforum,Weltwirtschaftsforum,99,2,5,99,99,99,99,99,99,99,99,2,99
westerfellhaus,AndreasWesterfellhaus,2,1,99,4,3,5,4,1,1,10,4,99,99
westfaelischenklinik,WestfaelischenKlinik,99,2,2,99,99,99,99,99,99,99,99,1,3
widmann_mauz,AnnetteWidmann-Mauz,1,1,99,4,4,4,2,1,1,1,2,99,99
wiesenkirchesoest,WiesenkircheSoest,99,2,3,99,99,99,99,99,99,99,99,2,99
wuwien,WirtschaftsuniversitaetWien,99,2,3,99,99,99,99,99,99,99,99,2,99
zab,ZAB–ZentraleAkademiefuerBerufeimGesundheitswesenGmbH,99,2,2,99,99,99,99,99,99,99,99,1,1
zdffernsehrat,ZDF-Fernsehrat,99,2,2,99,99,99,99,99,99,99,99,2,99
zentralkomiteederdeutschenkatholiken,ZentralkomiteederdeutschenKatholiken,99,2,3,99,99,99,99,99,99,99,99,2,99
zentrumfuerfruehbehandlungundfruehfoerderung,ZentrumfuerFruehbehandlungundFruehfoerderungKoelne.V.,99,2,3,99,99,99,99,99,99,99,99,1,4
zervita,ZERVITAe.V.,99,2,3,99,99,99,99,99,99,99,99,1,5
zoeller,WolfgangZoeller,2,1,99,6,2,6,5,2,1,2,4,99,99
eudpgdb,Europa-UnionParlamentariergruppeDeutscherBundestag,99,2,4,99,99,99,99,99,99,99,99,99,2